"appid","query_date","bundles"
"356090","2015-05-13",
"356110","2015-05-04",
"356120","2015-03-20",
"356121","2015-03-24",
"356122","2015-04-02",
"356123","2015-03-26",
"356124","2015-05-08",
"356140","2015-04-09",
"356160","2015-04-04",
"356170","2015-04-16",
"356210","2015-05-07",
"356230","2015-05-01",
"356231","2015-05-01",
"284080","2015-02-03",
"356260","2015-03-25",
"356270","2015-03-25",
"356280","2015-03-25",
"356290","2015-03-25",
"356310","2015-04-30",
"356350","2015-04-20",
"356380","2015-03-19",
"356420","2015-05-08",
"356430","2015-03-17",
"356440","2015-03-26",
"356510","2015-05-26",
"356530","2015-03-31",
"356540","2015-05-26",
"356590","2015-03-17",
"356591","2015-03-17",
"356592","2015-03-17",
"356593","2015-03-17",
"284440","2014-12-17",
"356640","2015-05-22",
"356650","2015-05-05",
"356670","2015-04-22",
"356710","2015-03-26",
"356741","2015-05-26",
"356770","2015-04-02",
"356780","2015-05-05",
"356790","2015-04-23",
"356800","2015-04-10",
"356810","2015-04-10",
"284680","2015-03-17",
"356860","2015-04-06",
"356880","2015-03-17",
"356940","2015-03-30",
"356970","2015-04-10",
"284810","2015-01-23",
"284910","2015-02-12",
"357040","2015-04-03",
"357060","2015-03-18",
"357070","2015-03-24",
"357080","2015-04-09",
"357110","2015-04-08",
"357160","2015-03-26",
"357161","2015-03-26",
"357162","2015-03-26",
"357163","2015-03-26",
"357170","2015-03-24",
"357171","2015-03-24",
"357200","2015-04-15",
"357240","2015-03-20",
"357250","2015-05-25",
"357260","2015-05-01",
"357261","2015-05-01",
"357262","2015-05-01",
"357280","2015-05-08",
"357290","2015-03-25",
"357300","2015-04-20",
"357320","2015-04-29",
"357330","2015-04-06",
"357360","2015-04-29",
"357370","2015-03-31",
"357380","2015-04-24",
"357400","2015-05-07",
"357410","2015-05-15",
"357440","2015-03-30",
"357450","2015-03-19",
"357460","2015-04-06",
"357470","2015-03-25",
"357600","2015-03-26",
"357650","2015-03-20",
"357660","2015-03-24",
"357670","2015-05-22",
"357710","2015-04-30",
"357711","2015-04-30",
"357720","2015-05-01",
"357730","2015-04-17",
"357770","2015-03-30",
"357780","2015-04-10",
"357790","2015-05-26",
"357800","2015-03-26",
"357820","2015-04-16",
"357830","2015-03-25",
"357840","2015-04-17",
"357850","2015-04-15",
"357890","2015-03-28",
"357900","2015-03-26",
"285730","2014-11-05",
"357910","2015-03-24",
"285740","2015-02-18",
"357920","2015-05-20",
"357930","2015-04-01",
"357940","2015-04-15",
"357980","2015-04-21",
"370000","2015-05-19",
"370001","2015-05-19",
"370040","2015-05-26",
"370070","2015-05-11",
"370080","2015-05-14",
"370100","2015-05-12",
"370150","2015-05-16",
"370190","2015-05-11",
"370230","2015-05-11",
"370300","2015-05-18",
"370310","2015-05-12",
"370400","2015-05-21",
"370401","2015-05-18",
"370402","2015-05-21",
"370500","2015-05-12",
"370520","2015-05-15",
"370530","2015-05-22",
"370550","2015-05-25",
"370570","2015-05-23",
"370580","2015-05-14",
"370640","2015-05-20",
"370720","2015-05-13",
"370930","2015-05-20",
"370931","2015-05-20",
"370960","2015-05-21",
"370970","2015-05-21",
"358000","2015-04-23",
"358010","2015-04-03",
"358020","2015-04-24",
"358070","2015-04-21",
"358090","2015-05-25",
"358110","2015-04-22",
"358130","2015-05-06",
"358140","2015-03-30",
"358141","2015-03-30",
"358142","2015-04-08",
"358143","2015-04-08",
"358150","2015-03-26",
"358170","2015-05-04",
"358180","2015-05-04",
"358190","2015-05-04",
"358200","2015-05-04",
"358210","2015-05-04",
"358220","2015-05-04",
"358230","2015-05-04",
"358240","2015-05-04",
"358250","2015-05-04",
"358260","2015-05-04",
"358270","2015-05-04",
"358280","2015-05-04",
"358290","2015-05-04",
"358300","2015-05-04",
"358310","2015-05-04",
"358320","2015-05-04",
"358330","2015-05-04",
"358340","2015-05-04",
"358350","2015-05-04",
"358360","2015-05-04",
"358370","2015-05-04",
"358380","2015-05-04",
"358390","2015-05-04",
"358400","2015-05-04",
"358410","2015-05-04",
"286240","2014-12-02",
"358420","2015-05-04",
"358430","2015-05-04",
"358440","2015-05-04",
"286280","2015-03-05",
"358480","2015-03-31",
"358610","2015-03-23",
"358620","2015-03-23",
"358700","2015-03-24",
"286570","2015-03-27",
"358770","2015-03-26",
"358800","2015-05-26",
"358820","2015-04-02",
"358850","2015-04-01",
"358870","2015-04-10",
"358910","2015-03-26",
"358950","2015-04-15",
"358960","2015-04-23",
"358970","2015-03-25",
"286991","2014-11-05",
"214130","2014-10-30",
"371070","2015-05-22",
"371100","2015-05-18",
"371110","2015-05-26",
"371130","2015-05-14",
"371160","2015-05-20",
"371170","2015-05-20",
"371190","2015-05-19",
"371230","2015-05-26",
"371270","2015-05-26",
"371330","2015-05-18",
"371370","2015-05-16",
"371390","2015-05-26",
"371400","2015-05-14",
"371420","2015-05-20",
"371440","2015-05-19",
"371500","2015-05-15",
"371530","2015-05-20",
"371550","2015-05-20",
"371600","2015-05-22",
"371710","2015-05-16",
"371740","2015-05-19",
"371790","2015-05-25",
"371800","2015-05-14",
"371890","2015-05-18",
"371900","2015-05-21",
"371960","2015-05-22",
"359040","2015-04-30",
"359070","2015-03-24",
"359080","2015-03-27",
"359090","2015-04-01",
"359110","2015-03-23",
"359120","2015-03-24",
"359130","2015-05-06",
"359180","2015-03-31",
"359190","2015-04-20",
"359220","2015-04-17",
"359260","2015-05-15",
"359280","2015-05-08",
"359290","2015-03-27",
"359300","2015-04-22",
"287140","2015-04-07",
"359320","2015-04-02",
"359370","2015-04-17",
"359400","2015-05-12",
"359410","2015-03-29",
"359440","2015-05-26",
"359480","2015-05-12",
"359500","2015-04-16",
"359520","2015-04-02",
"359521","2015-04-02",
"359522","2015-05-12",
"359540","2015-04-02",
"359550","2015-03-30",
"359560","2015-03-26",
"359580","2015-03-26",
"359590","2015-04-16",
"359630","2015-05-08",
"359650","2015-05-08",
"359670","2015-04-22",
"359760","2015-04-27",
"359780","2015-05-20",
"359800","2015-04-02",
"359810","2015-03-31",
"359850","2015-05-04",
"287680","2014-11-13",
"359890","2015-04-29",
"359900","2015-05-11",
"359920","2015-03-27",
"359930","2015-05-26",
"359950","2015-04-02",
"287960","2015-05-06",
"372020","2015-05-19",
"372070","2015-05-15",
"372100","2015-05-15",
"372170","2015-05-15",
"372180","2015-05-20",
"372280","2015-05-23",
"372390","2015-05-21",
"372400","2015-05-15",
"372480","2015-05-26",
"372520","2015-05-21",
"372550","2015-05-15",
"372580","2015-05-19",
"372670","2015-05-18",
"372700","2015-05-18",
"372730","2015-05-26",
"372770","2015-05-26",
"372860","2015-05-25",
"372870","2015-05-20",
"372890","2015-05-22",
"372930","2015-05-22",
"300080","2014-12-03",
"288140","2015-01-15",
"300120","2015-03-17",
"300200","2015-01-30",
"300340","2015-01-23",
"300570","2015-01-19",
"288670","2014-11-19",
"300620","2014-11-26",
"300640","2014-12-19",
"300840","2014-12-06",
"288930","2015-02-19",
"288940","2015-04-16",
"300960","2015-01-22",
"216438","2014-10-30",
"373090","2015-05-26",
"216670","2014-12-11",
"373110","2015-05-22",
"373140","2015-05-26",
"373190","2015-05-21",
"373220","2015-05-21",
"373250","2015-05-19",
"373280","2015-05-26",
"373290","2015-05-26",
"373440","2015-05-26",
"373711","2015-05-23",
"373780","2015-05-26",
"373960","2015-05-26",
"301120","2015-03-26",
"301210","2015-05-22",
"289550","2014-12-11",
"301560","2015-02-03",
"301640","2015-01-08",
"289780","2015-03-05",
"301780","2014-10-30",
"289880","2014-12-16",
"289881","2014-12-16",
"289910","2014-12-09",
"301920","2014-12-29",
"374160","2015-05-26",
"374220","2015-05-26",
"302010","2014-11-18",
"302020","2015-05-22",
"302030","2015-05-22",
"230290","2014-12-25",
"302570","2014-12-16",
"302830","2014-12-19",
"34200","2015-01-06",
"303260","2014-12-10",
"303550","2015-03-16",
"303690","2014-11-12",
"303800","2014-11-24",
"303820","2014-11-01",
"303830","2014-11-27",
"303910","2014-11-04",
"219070","2014-11-20",
"304010","2014-11-27",
"304030","2015-03-26",
"304212","2015-04-29",
"304380","2014-11-04",
"304540","2015-01-13",
"304710","2015-04-28",
"304910","2015-01-08",
"304950","2015-05-04",
"36100","2014-10-30",
"305380","2015-03-27",
"305460","2015-02-26",
"305500","2015-03-16",
"305660","2015-01-28",
"305740","2014-11-06",
"233610","2014-12-02",
"305800","2014-12-09",
"305880","2014-11-11",
"305940","2014-12-24",
"306020","2014-11-19",
"306100","2015-03-21",
"234000","2014-10-30",
"306340","2015-01-19",
"306370","2014-10-31",
"306390","2015-04-16",
"306395","2015-01-08",
"306397","2015-02-12",
"306398","2014-11-06",
"306399","2015-03-26",
"306440","2015-01-29",
"306610","2014-12-20",
"306670","2015-04-23",
"306930","2015-01-08",
"38230","2015-03-27",
"307030","2015-01-20",
"307210","2015-03-02",
"307230","2014-12-01",
"307430","2015-03-11",
"235380","2015-04-30",
"307580","2015-04-29",
"307590","2015-05-05",
"307600","2015-02-17",
"235540","2015-03-17",
"307780","2015-02-03",
"307880","2015-01-15",
"320090","2015-05-08",
"320140","2015-03-23",
"320150","2014-11-06",
"320300","2015-04-23",
"320350","2015-03-11",
"320351","2015-03-18",
"320352","2015-03-18",
"320353","2015-03-18",
"320360","2015-02-25",
"320361","2015-02-25",
"320362","2015-02-25",
"320363","2015-02-25",
"320364","2015-02-25",
"320370","2015-02-25",
"320371","2015-02-25",
"320372","2015-02-25",
"320380","2015-02-25",
"320381","2015-02-25",
"320382","2015-02-25",
"320383","2015-02-25",
"320384","2015-02-25",
"320385","2015-02-25",
"320386","2015-02-25",
"320387","2015-02-25",
"320388","2015-02-25",
"320400","2014-12-01",
"320430","2014-12-16",
"320520","2015-02-17",
"320540","2015-02-10",
"320590","2014-12-16",
"320610","2014-12-18",
"320670","2014-10-30",
"320760","2015-02-12",
"320820","2015-02-13",
"320830","2014-12-04",
"320860","2015-02-04",
"320986","2015-02-24",
"320987","2015-02-24",
"320988","2015-02-24",
"320989","2015-02-24",
"308172","2014-12-04",
"236110","2014-11-22",
"308440","2015-01-12",
"308520","2015-03-25",
"308560","2015-03-23",
"236690","2015-03-27",
"321010","2014-11-25",
"321040","2015-04-01",
"321070","2014-11-14",
"321080","2014-11-07",
"321100","2015-01-10",
"321140","2015-05-20",
"321141","2015-05-20",
"321142","2015-05-19",
"321250","2015-05-06",
"321260","2014-11-12",
"321280","2014-11-14",
"321300","2014-11-13",
"321380","2015-05-01",
"321430","2015-01-27",
"321450","2015-03-25",
"321490","2014-11-20",
"321540","2014-12-11",
"321660","2014-11-28",
"321860","2014-11-21",
"321880","2015-01-17",
"321890","2015-02-14",
"321950","2014-12-09",
"321960","2015-04-09",
"321990","2015-01-06",
"237550","2015-01-15",
"322020","2014-12-11",
"322021","2014-12-11",
"322022","2014-12-11",
"322030","2015-02-05",
"322110","2014-11-25",
"322140","2015-05-21",
"322141","2015-05-22",
"322150","2015-03-27",
"322151","2015-03-27",
"322152","2015-03-27",
"322153","2015-03-27",
"322170","2014-12-22",
"322210","2015-04-07",
"250070","2015-01-16",
"322290","2015-02-18",
"322300","2014-12-22",
"322330","2014-12-15",
"322410","2014-11-28",
"322480","2014-11-03",
"250310","2014-11-11",
"322510","2014-11-26",
"322520","2015-02-27",
"322540","2015-02-06",
"322550","2015-02-24",
"322610","2014-10-30",
"322670","2014-10-30",
"322700","2015-05-18",
"250580","2015-02-13",
"322900","2015-01-09",
"322910","2015-04-09",
"322920","2014-12-10",
"322930","2014-11-06",
"322970","2015-05-21",
"238340","2015-03-24",
"323000","2014-11-20",
"323020","2015-01-24",
"323220","2014-12-17",
"323230","2014-11-18",
"323240","2014-11-07",
"251130","2015-04-14",
"323320","2015-01-22",
"323340","2015-02-25",
"323341","2015-02-25",
"323380","2015-05-13",
"323420","2014-11-26",
"323450","2014-12-22",
"323630","2014-12-16",
"323650","2015-02-28",
"323670","2015-05-01",
"323720","2015-02-11",
"323770","2014-11-11",
"323780","2014-11-24",
"323900","2015-04-09",
"324050","2015-05-01",
"324070","2014-11-28",
"324080","2014-12-01",
"324130","2014-11-07",
"324140","2015-04-17",
"324240","2014-12-15",
"324250","2014-11-07",
"324260","2015-01-26",
"324270","2015-05-01",
"324300","2015-04-28",
"324331","2014-11-28",
"324332","2015-01-20",
"324342","2015-01-27",
"324343","2015-02-12",
"324344","2015-03-11",
"324350","2015-02-18",
"324351","2015-02-18",
"324352","2015-02-18",
"324360","2015-02-02",
"324420","2014-11-05",
"324450","2014-12-11",
"324510","2014-11-07",
"324570","2015-04-16",
"252450","2015-04-02",
"324710","2015-01-23",
"324750","2014-11-14",
"324790","2014-10-30",
"324810","2015-01-16",
"324910","2015-05-24",
"324912","2015-02-26",
"324913","2014-10-30",
"325060","2015-02-19",
"325080","2014-12-01",
"325100","2014-11-03",
"325120","2015-03-12",
"325130","2014-11-24",
"325131","2015-01-05",
"325132","2015-01-14",
"325135","2014-12-18",
"325136","2014-11-27",
"325137","2014-11-20",
"325138","2015-01-05",
"325139","2014-11-06",
"325150","2014-12-12",
"325180","2014-11-18",
"325330","2015-04-08",
"253190","2015-03-27",
"253290","2014-11-06",
"325470","2014-12-04",
"325490","2014-12-04",
"325520","2014-12-04",
"253390","2015-02-13",
"325600","2015-02-12",
"325660","2014-12-12",
"253530","2015-03-23",
"325723","2015-05-19",
"325790","2015-03-19",
"325870","2014-12-12",
"325880","2015-01-13",
"326060","2015-03-04",
"326120","2015-04-27",
"326160","2014-11-13",
"326190","2014-12-18",
"326210","2014-11-05",
"326310","2015-05-26",
"326350","2014-12-02",
"326380","2015-02-13",
"326440","2014-11-14",
"326460","2015-03-10",
"326470","2014-11-04",
"326480","2014-11-18",
"326510","2015-05-01",
"326590","2014-11-15",
"326621","2015-05-06",
"326622","2015-05-06",
"326623","2015-05-06",
"326624","2015-05-06",
"326630","2014-11-18",
"326650","2015-02-10",
"326670","2014-12-12",
"326720","2014-11-24",
"326730","2014-11-14",
"327010","2014-11-19",
"327060","2015-05-19",
"327090","2015-04-17",
"327100","2014-12-11",
"327130","2015-02-19",
"327170","2014-11-12",
"327171","2014-11-12",
"327172","2014-11-12",
"327173","2014-12-17",
"327174","2015-01-21",
"327175","2014-12-09",
"327176","2015-03-03",
"327177","2015-02-17",
"327191","2015-01-26",
"327200","2015-02-20",
"327230","2014-11-18",
"327280","2014-12-04",
"327310","2014-11-06",
"327370","2014-11-24",
"327410","2014-10-30",
"327440","2014-10-31",
"327450","2015-04-18",
"327470","2015-02-24",
"327490","2014-12-01",
"327500","2015-04-02",
"327520","2015-02-28",
"327610","2014-11-07",
"327640","2015-01-20",
"327670","2015-02-23",
"327770","2015-01-15",
"327830","2014-10-30",
"327831","2014-10-30",
"327840","2014-12-04",
"327880","2015-02-26",
"327890","2014-11-26",
"327960","2014-12-15",
"327980","2015-04-03",
"340010","2015-03-14",
"340030","2015-01-01",
"340050","2015-01-20",
"340070","2015-01-26",
"340080","2015-03-02",
"340090","2015-05-19",
"340110","2014-12-30",
"340120","2015-02-05",
"340130","2015-02-20",
"340150","2015-04-30",
"340200","2015-01-14",
"340210","2015-02-04",
"340220","2015-01-02",
"340230","2015-02-18",
"340231","2015-02-18",
"340232","2015-02-18",
"340233","2015-02-18",
"340280","2015-01-07",
"340290","2015-01-02",
"340300","2015-01-08",
"340310","2015-01-16",
"340330","2015-01-12",
"340340","2015-04-10",
"340350","2015-05-12",
"340360","2015-01-13",
"340380","2015-01-29",
"340390","2015-02-07",
"340400","2015-01-08",
"340410","2015-02-23",
"340440","2015-01-16",
"340450","2015-02-03",
"340460","2015-01-06",
"340470","2015-02-19",
"340480","2015-01-16",
"340490","2015-04-03",
"340520","2015-01-27",
"340540","2015-03-09",
"340550","2014-12-31",
"340570","2015-01-02",
"340580","2015-03-23",
"340600","2014-12-31",
"340610","2015-02-21",
"340630","2015-01-05",
"340650","2015-01-12",
"340661","2015-05-25",
"340670","2015-05-25",
"340720","2015-01-30",
"340730","2015-01-12",
"340740","2014-12-31",
"340750","2015-01-07",
"340800","2015-01-09",
"340810","2015-04-20",
"340820","2015-01-19",
"340860","2015-03-23",
"340880","2015-01-06",
"340890","2015-01-09",
"340920","2015-02-05",
"340950","2015-02-09",
"340970","2015-05-19",
"340990","2015-02-24",
"328060","2015-02-12",
"328070","2014-11-05",
"328100","2014-11-03",
"328110","2015-03-13",
"328140","2014-10-30",
"328170","2014-11-06",
"328171","2014-11-06",
"328220","2015-04-17",
"328230","2014-11-07",
"328260","2014-11-27",
"328270","2014-11-17",
"328280","2014-11-05",
"328290","2014-11-05",
"328310","2014-10-30",
"328390","2014-11-26",
"328480","2014-12-23",
"328500","2014-11-13",
"328530","2014-10-31",
"328580","2014-12-09",
"328600","2014-10-31",
"328640","2014-11-17",
"328650","2015-04-15",
"328670","2015-01-14",
"328680","2014-11-14",
"328690","2014-11-07",
"328700","2014-12-05",
"328710","2015-04-28",
"328730","2014-11-18",
"328740","2015-01-20",
"328760","2014-12-12",
"328802","2014-11-24",
"328803","2014-11-24",
"328804","2014-11-24",
"328815","2014-11-15",
"328816","2014-11-14",
"328817","2014-11-14",
"328818","2014-11-14",
"328830","2014-11-19",
"328870","2014-11-24",
"328880","2014-11-24",
"328890","2014-12-10",
"328900","2014-10-30",
"328920","2014-10-30",
"328930","2014-10-30",
"328940","2014-11-26",
"328990","2014-10-30",
"341000","2015-01-05",
"341020","2015-03-17",
"341060","2015-01-14",
"341070","2015-01-30",
"341080","2015-02-24",
"341090","2015-02-06",
"341120","2015-03-02",
"341140","2015-02-12",
"341141","2015-02-12",
"341150","2015-03-18",
"341160","2015-01-31",
"341210","2015-01-20",
"341220","2015-01-21",
"341260","2015-03-02",
"341310","2015-02-24",
"341320","2015-01-20",
"341340","2015-04-14",
"341360","2015-02-11",
"341380","2015-01-06",
"341390","2015-01-26",
"341410","2015-02-27",
"341440","2015-01-26",
"341450","2015-02-02",
"341460","2015-02-02",
"341470","2015-01-23",
"341480","2015-01-31",
"341500","2015-02-10",
"341510","2015-03-02",
"341530","2015-01-14",
"341540","2015-01-06",
"341610","2015-04-01",
"341640","2015-04-06",
"341660","2015-05-18",
"341680","2015-04-03",
"341690","2015-02-25",
"341700","2015-01-13",
"341710","2015-04-06",
"341720","2015-01-16",
"341730","2015-03-02",
"341750","2015-01-06",
"341760","2015-04-22",
"341770","2015-05-15",
"341780","2015-01-15",
"341790","2015-05-21",
"341810","2015-01-23",
"341820","2015-02-13",
"341840","2015-02-10",
"341841","2015-02-10",
"341842","2015-02-10",
"341843","2015-02-10",
"341844","2015-02-10",
"341845","2015-02-10",
"341846","2015-02-10",
"341847","2015-02-10",
"341848","2015-02-10",
"341849","2015-02-10",
"341850","2015-02-10",
"341860","2015-01-28",
"341910","2015-04-17",
"341930","2015-02-27",
"341940","2015-02-12",
"341950","2015-04-13",
"341960","2015-02-16",
"341990","2015-03-06",
"329010","2014-12-16",
"329011","2014-12-16",
"329012","2014-12-16",
"329013","2014-12-16",
"329050","2015-03-23",
"329100","2014-11-11",
"329110","2014-11-20",
"329130","2014-11-25",
"329190","2014-12-04",
"329200","2015-01-13",
"329240","2015-02-27",
"329260","2014-11-26",
"329270","2015-01-07",
"329370","2014-10-30",
"329380","2015-04-13",
"329430","2015-04-14",
"257260","2014-11-26",
"329460","2015-01-12",
"329490","2015-01-21",
"329500","2014-10-30",
"329510","2014-10-30",
"329530","2015-03-13",
"329550","2014-11-04",
"329551","2014-11-04",
"329600","2014-10-30",
"329610","2015-03-27",
"329620","2014-11-06",
"329630","2014-11-06",
"329640","2014-11-06",
"329650","2014-11-06",
"329660","2014-11-06",
"329670","2014-11-06",
"329680","2014-11-06",
"329690","2014-12-02",
"329760","2014-11-12",
"329770","2015-01-02",
"329820","2014-11-15",
"329821","2014-11-14",
"329822","2014-10-31",
"329823","2014-11-07",
"329890","2015-02-06",
"329950","2014-11-01",
"329960","2014-10-30",
"329970","2015-02-03",
"329980","2015-03-02",
"342000","2015-01-14",
"342010","2015-05-06",
"342020","2015-01-27",
"342050","2015-02-16",
"342051","2015-02-16",
"342090","2015-04-17",
"342100","2015-02-11",
"342150","2015-05-22",
"342180","2015-05-21",
"342190","2015-03-19",
"342230","2015-01-28",
"342240","2015-02-16",
"342250","2015-04-28",
"342260","2015-03-31",
"342270","2015-02-24",
"342300","2015-02-19",
"342310","2015-04-23",
"342330","2015-01-07",
"342350","2015-02-04",
"342360","2015-01-14",
"342370","2015-05-19",
"342380","2015-01-16",
"342430","2015-03-21",
"342450","2015-02-11",
"342480","2015-02-24",
"342490","2015-02-13",
"342500","2015-01-16",
"342510","2015-01-28",
"342520","2015-04-14",
"270370","2014-12-04",
"342550","2015-04-30",
"342560","2015-02-20",
"342570","2015-02-27",
"342580","2015-03-06",
"342610","2015-01-13",
"342620","2015-02-25",
"342630","2015-01-15",
"342650","2015-02-12",
"342680","2015-01-22",
"342740","2015-01-29",
"342750","2015-01-20",
"342751","2015-01-20",
"342752","2015-01-20",
"342753","2015-01-20",
"342754","2015-01-20",
"342755","2015-01-27",
"342756","2015-01-27",
"342757","2015-01-27",
"342758","2015-01-27",
"342759","2015-01-27",
"342760","2015-01-27",
"342761","2015-02-03",
"342762","2015-02-03",
"342763","2015-02-03",
"342764","2015-02-03",
"342765","2015-02-03",
"342766","2015-02-10",
"342767","2015-02-10",
"342768","2015-02-10",
"342769","2015-02-10",
"342770","2015-02-17",
"342771","2015-02-17",
"342772","2015-02-17",
"342773","2015-02-17",
"342774","2015-02-17",
"342775","2015-02-17",
"342776","2015-02-24",
"342777","2015-02-24",
"342778","2015-02-24",
"342779","2015-02-24",
"342780","2015-03-03",
"342781","2015-03-03",
"342782","2015-03-03",
"342783","2015-03-03",
"342784","2015-03-03",
"342785","2015-03-03",
"342786","2015-03-10",
"342787","2015-03-10",
"342788","2015-03-10",
"342789","2015-03-10",
"342790","2015-03-17",
"342791","2015-03-17",
"342792","2015-03-17",
"342793","2015-03-17",
"342794","2015-03-17",
"342795","2015-03-17",
"342796","2015-03-24",
"342797","2015-03-24",
"342798","2015-03-24",
"342799","2015-03-24",
"342800","2015-03-24",
"342801","2015-03-31",
"342802","2015-03-31",
"342803","2015-03-31",
"342804","2015-03-31",
"342805","2015-04-01",
"342806","2015-03-31",
"342807","2015-04-07",
"342808","2015-04-07",
"342809","2015-04-07",
"342810","2015-04-07",
"342811","2015-04-07",
"342812","2015-04-14",
"342813","2015-04-14",
"342814","2015-04-14",
"342815","2015-04-14",
"342816","2015-04-21",
"342817","2015-04-21",
"342818","2015-04-21",
"342819","2015-04-21",
"342820","2015-04-21",
"342821","2015-04-21",
"342822","2015-04-28",
"342823","2015-04-28",
"342824","2015-04-28",
"342825","2015-04-28",
"342826","2015-05-06",
"342827","2015-05-06",
"342828","2015-05-06",
"342829","2015-05-06",
"342830","2015-05-06",
"342831","2015-05-05",
"342832","2015-05-12",
"342833","2015-05-12",
"342834","2015-05-12",
"342835","2015-05-12",
"342836","2015-05-19",
"342837","2015-05-19",
"342838","2015-05-19",
"342839","2015-05-19",
"342840","2015-05-19",
"342841","2015-05-19",
"342842","2015-05-26",
"342843","2015-05-26",
"342844","2015-05-26",
"342860","2015-01-21",
"342870","2015-03-05",
"342880","2015-01-22",
"342890","2015-03-06",
"342970","2015-03-20",
"342980","2015-02-06",
"342990","2015-04-01",
"270810","2015-03-26",
"270830","2014-11-03",
"270870","2015-01-27",
"270871","2015-01-27",
"270942","2014-11-24",
"258160","2015-01-22",
"258402","2014-11-18",
"258403","2014-11-18",
"258404","2014-11-18",
"258405","2014-11-19",
"258406","2014-11-18",
"258407","2014-11-18",
"258641","2014-11-25",
"258642","2015-02-19",
"258663","2015-01-08",
"258668","2015-01-22",
"258671","2014-12-05",
"258674","2014-12-04",
"258679","2015-01-15",
"258800","2014-11-06",
"258910","2015-01-06",
"343000","2015-04-07",
"343020","2015-01-30",
"343070","2015-03-19",
"343100","2015-01-26",
"343120","2015-01-19",
"343140","2015-02-24",
"343170","2015-03-16",
"343180","2015-03-17",
"343250","2015-01-27",
"343270","2015-01-16",
"343280","2015-02-18",
"343290","2015-01-23",
"343300","2015-02-12",
"343320","2015-01-30",
"343330","2015-02-24",
"343340","2015-04-17",
"343360","2015-01-30",
"343370","2015-01-30",
"343380","2015-01-30",
"343390","2015-04-06",
"271240","2015-02-12",
"343420","2015-02-26",
"343421","2015-03-05",
"343422","2015-03-20",
"343423","2015-03-27",
"343424","2015-04-02",
"343425","2015-04-09",
"343426","2015-04-16",
"343430","2015-01-26",
"343440","2015-05-22",
"343460","2015-02-23",
"343461","2015-03-18",
"271332","2015-04-22",
"343510","2015-01-26",
"343570","2015-03-19",
"343580","2015-01-30",
"343600","2015-03-12",
"343610","2015-03-12",
"343611","2015-03-12",
"343612","2015-03-12",
"343613","2015-03-12",
"343614","2015-03-12",
"343615","2015-03-12",
"343630","2015-02-12",
"271479","2014-12-09",
"271480","2014-12-09",
"271481","2014-12-09",
"343710","2015-05-21",
"343720","2015-01-19",
"343740","2015-01-19",
"343750","2015-01-29",
"343760","2015-01-21",
"343770","2015-03-05",
"343780","2015-01-19",
